movie_id,popularity,vote_count,vote_average
31021,0.26853,5.0,6.1
173171,0.427297,4.0,7.0
48329,0.950414,12.0,7.8
44338,0.026351,32.0,7.7
36577,1.27754,23.0,5.2
22447,3.579347,25.0,5.8
43893,2.556791,11.0,7.2
65403,0.462832,4.0,4.5
22804,17.360894,755.0,6.0
13576,7.015456,253.0,6.7
28422,5.619382,89.0,8.1
108021,3.491156,6.0,4.8
94653,0.734854,7.0,6.6
1697,2.199488,30.0,7.2
36949,1.01233,11.0,6.7
38680,1.158998,9.0,4.1
24418,10.829432,354.0,5.5
22821,8.051448,264.0,5.8
22800,12.569979,33.0,6.7
24804,10.92143,204.0,7.3
29150,5.130276,45.0,6.1
14968,4.222195,49.0,7.7
38065,1.112933,8.0,4.4
16577,13.293466,420.0,6.1
61647,0.561477,5.0,4.9
37767,1.75852,39.0,7.1
22820,3.67036,51.0,6.2
10315,8.695893,1206.0,7.5
30431,3.744449,71.0,6.6
197552,0.178325,2.0,2.5
38984,2.277923,36.0,6.1
36278,1.557791,26.0,4.3
54648,2.304986,32.0,5.2
32834,0.632251,12.0,4.5
14834,7.256932,10.0,6.3
53263,0.52082,4.0,3.4
51317,1.005974,12.0,7.5
70555,1.277919,17.0,5.9
63401,0.460171,3.0,9.0
84273,1.680835,13.0,6.9
82040,0.329601,8.0,7.3
85715,0.811576,7.0,7.0
836,0.684876,17.0,6.4
17979,12.869273,1137.0,6.6
43370,0.620172,12.0,6.3
113520,0.012515,6.0,8.7
94638,0.352988,4.0,5.0
84656,0.141664,4.0,5.8
105077,6.190967,145.0,6.6
95600,0.208349,3.0,5.7
84772,0.316238,5.0,5.7
106537,0.004706,0.0,0.0
53767,0.177365,5.0,6.5
18930,1.073017,14.0,6.3
4475,3.574829,50.0,6.0
24565,0.942629,11.0,8.0
108200,0.559264,2.0,7.0
77121,0.131188,2.0,7.3
52048,0.110236,3.0,6.3
75804,0.994973,2.0,5.0
24480,12.916643,335.0,7.9
37060,0.615096,12.0,7.1
176273,0.038728,1.0,5.0
19851,2.947074,35.0,6.7
24293,5.074153,37.0,6.8
14161,16.698628,4994.0,5.6
22825,10.424946,610.0,5.4
8088,6.777379,167.0,7.1
70805,0.29962,3.0,6.3
21581,0.981474,5.0,6.0
22824,13.751992,451.0,5.8
25793,8.293548,426.0,6.9
23189,0.390205,5.0,6.0
11699,8.405395,331.0,6.0
18239,30.121292,2518.0,5.6
17774,20.020975,47.0,3.9
28089,5.499937,120.0,7.0
14859,9.560911,162.0,7.0
7860,1.729031,15.0,6.7
22832,9.163897,384.0,6.2
32511,0.663231,14.0,6.1
14172,9.866744,51.0,5.3
19167,2.423015,34.0,4.7
121088,0.602894,1.0,5.0
73501,0.163851,3.0,5.7
2261,1.832365,5.0,7.8
9924,7.874411,40.0,4.7
30231,1.17383,14.0,5.0
33273,8.075698,288.0,7.3
33035,1.771273,25.0,6.1
55628,0.956692,15.0,5.3
112687,0.842879,7.0,7.4
20411,8.628157,47.0,4.9
71329,1.322729,14.0,6.5
32543,0.550797,6.0,6.2
54966,0.00222,4.0,8.0
91426,1.318545,9.0,6.7
6058,5.903348,48.0,4.2
31002,6.527479,31.0,3.6
34003,4.718655,13.0,5.8
25472,4.763307,57.0,6.3
7445,9.108917,650.0,6.8
23269,0.114894,2.0,4.0
411456,0.005625,0.0,0.0
47466,0.300037,10.0,7.4
109175,0.402235,3.0,5.7
153118,0.178094,2.0,8.5
18595,3.440424,14.0,6.5
53516,0.173856,5.0,6.3
27258,1.860205,42.0,5.1
20764,3.750365,41.0,6.0
25467,1.054892,6.0,4.7
161094,0.019502,0.0,0.0
267523,0.109412,3.0,5.8
22881,12.753109,1626.0,7.2
93743,0.300485,8.0,5.4
97035,0.262016,5.0,7.6
88276,0.772591,5.0,7.0
94466,0.133043,3.0,7.3
99875,0.322571,2.0,6.0
126863,0.100414,2.0,8.0
58435,0.24812,5.0,7.6
1284,5.854434,41.0,6.3
19116,2.07055,25.0,3.6
25716,4.668907,42.0,7.3
36106,1.00589,8.0,7.0
90041,0.107544,6.0,8.3
104776,0.475386,4.0,7.8
8353,0.861507,9.0,5.8
15400,6.577491,98.0,6.7
22640,3.81571,60.0,6.1
22949,9.52295,215.0,5.2
36272,2.916012,30.0,4.0
16866,10.44244,573.0,5.6
12404,3.600917,50.0,6.6
23951,2.400134,56.0,7.2
30238,4.059534,86.0,7.6
29406,1.963322,16.0,6.8
34653,10.952545,475.0,7.3
14452,6.078986,32.0,4.6
18472,4.089346,29.0,4.9
51284,0.652747,10.0,6.2
7980,12.738789,1101.0,6.6
22954,9.109838,1150.0,7.0
2143,1.826608,12.0,6.8
10198,16.616517,1293.0,6.7
26171,6.786855,291.0,6.5
32634,14.936586,26.0,6.1
4597,9.951662,211.0,5.5
37190,2.589745,17.0,4.1
31909,3.580884,59.0,5.5
62131,3.72826,16.0,5.9
20606,6.715813,117.0,6.0
139212,0.164427,3.0,7.0
57654,0.205707,5.0,6.7
18175,1.211974,13.0,6.5
88067,0.305743,6.0,4.3
30526,2.471939,6.0,5.8
347,1.151573,16.0,7.1
35867,1.67554,5.0,7.2
64414,0.831463,7.0,7.1
83491,1.002979,13.0,7.0
56800,0.630414,18.0,6.6
38759,0.356157,2.0,7.0
28392,0.69562,9.0,4.8
92432,1.026581,11.0,7.2
45987,0.392361,6.0,7.3
55261,6.833725,10.0,5.5
27719,1.131262,9.0,4.3
42836,0.358455,4.0,6.8
101382,0.902028,8.0,6.0
47122,0.674241,10.0,5.4
89785,0.578015,4.0,7.3
129417,0.981955,4.0,7.3
53161,0.136278,3.0,6.3
47046,4.995545,17.0,6.3
82404,0.557702,8.0,7.3
128846,0.151806,3.0,7.3
63764,0.352696,7.0,5.3
148597,0.047883,2.0,7.0
46886,0.08079,2.0,5.3
129303,0.69501,10.0,6.9
24438,7.323405,281.0,5.1
174598,0.139346,1.0,4.0
60639,0.722427,2.0,5.8
125512,0.004948,1.0,10.0
14704,1.782024,14.0,4.8
100122,0.539706,3.0,5.0
48496,1e-06,15.0,8.0
33052,1.989347,4.0,6.5
140281,0.446719,4.0,4.9
26032,1.297088,25.0,6.1
29697,0.629729,9.0,6.0
16576,1.014387,5.0,6.4
272772,0.00353,0.0,0.0
19197,2.947919,49.0,6.3
23947,0.993784,6.0,6.0
25968,5.553972,75.0,5.8
61872,2.076139,46.0,6.3
32615,1.832915,35.0,7.0
19995,185.070892,12114.0,7.2
10197,5.658857,169.0,5.1
9650,1.507646,21.0,5.5
64481,2.187121,21.0,6.9
10268,2.770788,37.0,6.4
22897,9.083133,370.0,6.2
10528,15.68604,5883.0,7.0
25196,9.347931,279.0,6.8
13988,2.67815,26.0,4.9
36811,4.029732,55.0,6.7
40054,1.166358,8.0,5.8
23398,9.909961,688.0,5.3
28520,3.089725,32.0,5.7
15772,2.925476,24.0,6.7
132397,0.539444,7.0,6.4
38908,0.723122,11.0,5.9
42206,0.563592,11.0,7.0
26533,0.55343,6.0,3.7
25137,5.1991,79.0,5.5
22043,0.597295,2.0,4.5
18898,3.840482,74.0,6.4
26123,7.432114,454.0,5.1
40494,1.801071,23.0,6.4
27172,4.643058,21.0,6.9
17591,4.585964,9.0,6.1
49687,4.479003,59.0,7.8
51831,0.483399,6.0,4.8
44808,1.059873,5.0,1.8
121379,0.49755,2.0,8.5
41886,0.075972,2.0,6.3
24050,0.889589,13.0,6.9
94803,0.180465,5.0,6.8
156015,0.63294,2.0,7.0
94727,0.435021,7.0,6.6
132392,0.177418,2.0,8.0
114790,0.441521,3.0,7.8
36293,0.532741,7.0,5.7
26129,0.354214,6.0,4.5
110733,0.189609,4.0,6.5
96107,0.003734,0.0,0.0
89647,0.039985,1.0,5.0
27390,1.471453,22.0,4.9
122163,1.089141,7.0,4.0
352237,0.489636,2.0,5.5
25769,8.153954,288.0,5.8
14159,5.097788,10.0,6.0
25680,8.652856,38.0,7.6
36117,0.126661,5.0,5.3
43876,0.415978,2.0,7.3
63215,0.506871,2.0,6.5
124994,0.238122,1.0,5.0
54051,0.037259,1.0,5.0
80960,0.218456,3.0,4.2
97032,0.105885,4.0,9.0
148536,0.277691,1.0,5.0
64736,1.047412,14.0,5.4
23963,6.407207,187.0,6.6
35148,0.014168,0.0,0.0
26465,0.168673,3.0,5.8
51422,1.124954,7.0,4.2
60489,3.095364,9.0,3.8
16204,5.812464,22.0,6.1
23404,2.762953,29.0,4.9
20236,6.078318,15.0,4.4
148077,0.271386,3.0,5.3
42564,1.323773,16.0,6.0
65572,0.920379,8.0,5.6
25190,1.368063,6.0,5.4
22327,5.433934,323.0,5.9
19901,10.038613,646.0,6.0
28644,0.982504,23.0,6.6
24458,1.101593,18.0,6.2
13723,1.367062,11.0,5.5
15791,1.821627,12.0,4.1
28178,8.621359,1769.0,7.7
291554,0.047019,0.0,0.0
149851,1.304582,2.0,3.5
14773,0.054354,1.0,9.0
147683,0.259357,0.0,0.0
25195,7.432311,474.0,6.5
20504,14.39853,2207.0,6.6
33613,8.405013,451.0,7.0
57251,0.663224,8.0,6.0
85126,0.801399,12.0,6.5
123772,5.309937,9.0,5.8
4286,11.95878,16.0,6.0
21575,6.892315,398.0,7.5
104320,0.058556,3.0,4.0
4932,2.063207,11.0,6.3
39023,0.369155,2.0,6.5
187401,0.273083,2.0,6.8
25927,10.143164,23.0,6.4
14173,3.879014,13.0,6.2
28227,2.221044,39.0,7.7
31875,0.647706,7.0,5.5
44085,0.719249,14.0,6.8
58589,0.254232,7.0,6.4
26820,4.138817,45.0,6.2
119905,0.185391,4.0,8.0
24271,6.776165,102.0,5.8
52273,0.685233,3.0,6.0
95140,1.437403,9.0,5.6
179066,0.80842,3.0,1.3
37222,0.547188,13.0,5.4
55197,0.727895,4.0,7.5
87065,0.014346,3.0,9.0
20551,1.229301,9.0,3.7
28280,2.480543,11.0,4.1
26125,1.001318,10.0,4.9
26765,1.590689,4.0,6.1
5707,0.468108,2.0,5.3
323111,0.370146,0.0,0.0
26961,1.169339,10.0,2.1
126925,0.153125,2.0,5.5
1450,7.524117,94.0,5.1
101006,0.411596,9.0,7.3
52429,0.702752,3.0,6.3
81895,0.967882,19.0,5.6
148435,0.062996,1.0,6.0
46335,0.222668,4.0,5.5
18476,7.455953,124.0,5.5
15774,4.971198,78.0,7.3
20107,11.561666,21.0,5.9
12161,1.242183,9.0,6.3
164421,0.040883,1.0,5.0
101342,0.503167,4.0,8.8
41970,2.592915,6.0,6.1
89800,0.487234,5.0,7.0
21521,6.7196,56.0,6.6
44027,3.349413,54.0,6.0
143098,0.235882,1.0,3.0
31175,4.79386,117.0,7.0
22274,3.03607,32.0,6.5
4579,0.466019,6.0,6.3
32097,0.767395,12.0,7.0
83430,0.166009,3.0,4.7
13634,1.777029,9.0,6.7
144089,0.25,0.0,0.0
40229,1.918891,34.0,6.0
10800,10.938912,131.0,6.5
277622,0.040054,1.0,8.0
25676,12.183711,107.0,6.6
44941,0.720374,4.0,6.9
25205,4.318909,129.0,6.9
17602,0.152437,4.0,5.5
14981,0.294119,5.0,5.2
45699,1.468247,26.0,6.9
17606,4.674662,58.0,5.1
25594,3.629657,24.0,6.3
25602,9.203341,87.0,5.4
40660,0.368731,4.0,7.5
101376,0.409213,3.0,5.0
49956,1.190292,16.0,7.2
43844,0.491306,8.0,7.9
15930,0.496686,6.0,4.7
65642,0.646416,10.0,7.6
86303,0.119106,3.0,7.7
63771,0.095589,2.0,8.0
52229,0.86193,12.0,7.0
2395,9.671944,486.0,5.0
13855,7.062323,250.0,7.7
21153,0.672521,5.0,5.6
83994,0.270279,6.0,5.8
5761,0.564638,8.0,5.6
57978,1.509256,18.0,6.8
23999,0.704172,10.0,7.4
42720,1.101985,8.0,5.3
17911,4.566951,54.0,3.7
32559,1.127443,7.0,5.4
253476,0.114365,1.0,5.0
69061,0.111171,3.0,6.0
13382,7.129761,131.0,6.9
13358,1.215778,15.0,4.8
33511,5.08732,250.0,7.2
27182,0.128607,3.0,7.3
29110,0.132201,2.0,8.0
23410,6.487576,73.0,5.1
266740,0.07998,2.0,4.8
22164,12.673118,131.0,6.6
15255,18.957084,148.0,6.8
71885,1.082428,15.0,4.4
20453,7.675621,850.0,7.8
108573,3.3e-05,0.0,0.0
16095,2.180399,28.0,7.2
4253,2.58331,23.0,6.1
43346,1.152132,16.0,6.3
40083,1.985376,28.0,7.0
61864,1.352869,15.0,6.6
59390,0.746921,2.0,5.5
22894,13.795875,643.0,5.2
15807,0.955413,11.0,6.3
85507,0.457598,5.0,5.4
72241,1.637557,7.0,5.1
22404,6.924131,31.0,6.8
27567,1.199005,25.0,6.8
147692,0.035727,0.0,0.0
41787,0.694327,3.0,5.7
106482,0.375724,0.0,0.0
26752,1.629036,15.0,7.0
48609,0.765825,5.0,3.4
251281,0.002844,0.0,0.0
160266,1.245891,8.0,5.7
21033,2.713961,17.0,4.6
23988,5.280974,99.0,4.1
186129,0.008198,0.0,0.0
51120,0.257941,6.0,7.3
21453,2.684329,31.0,7.1
5153,0.704028,22.0,6.8
17836,0.833855,4.0,5.4
51429,1.041534,13.0,6.6
32130,0.967785,2.0,6.5
126083,0.430813,4.0,6.8
13522,3.861969,30.0,6.1
47370,0.271087,6.0,6.8
31156,0.787493,4.0,8.0
84104,0.146623,2.0,5.3
46336,0.634211,10.0,6.0
27569,6.523155,93.0,6.0
62775,0.164919,3.0,6.3
120109,0.539853,3.0,7.2
8349,4.918419,80.0,6.4
75877,1.207703,24.0,7.6
43891,1.095264,12.0,5.9
33295,1.199003,17.0,7.2
29501,13.313415,22.0,5.2
16453,4.70231,24.0,7.3
13477,10.118113,389.0,5.7
12201,9.554067,496.0,6.2
47554,0.412259,3.0,3.7
33395,1.540778,8.0,7.0
2974,0.979118,19.0,6.9
14016,2.061375,45.0,7.0
94706,0.001655,6.0,6.2
26466,10.217404,623.0,6.9
49807,0.23842,9.0,6.9
99749,2.946078,11.0,6.5
79509,1.756955,21.0,6.0
46623,2.000936,14.0,5.2
52863,2.365103,9.0,6.8
92283,0.815137,5.0,6.4
42137,0.612085,9.0,6.7
8952,5.773752,514.0,6.4
40724,3.496181,36.0,8.0
33159,0.665873,1.0,5.0
26137,0.261949,7.0,6.4
71825,1.60034,10.0,5.7
103201,0.94439,3.0,6.3
98246,1.134351,15.0,6.6
33630,0.67326,11.0,6.0
51675,0.038858,1.0,6.0
33602,4.762242,93.0,7.7
12169,6.173752,139.0,7.5
252407,0.645652,1.0,0.0
43333,0.556292,5.0,7.2
42212,0.914133,8.0,4.6
33728,0.858836,3.0,5.3
27989,4.747197,52.0,5.2
25983,5.706196,201.0,6.0
42683,0.703532,6.0,6.4
271677,0.735283,5.0,5.0
46423,0.204307,5.0,4.5
24469,6.070216,256.0,6.9
11518,5.793932,59.0,6.9
7344,0.590386,7.0,6.4
4887,0.862463,13.0,7.7
51022,0.732884,16.0,7.2
31578,2.954229,52.0,5.7
18670,2.946935,24.0,6.3
25293,0.937805,7.0,6.4
59013,0.193886,5.0,5.3
32856,7.466721,1043.0,5.7
7978,9.297209,562.0,5.5
60086,8.262337,53.0,5.3
11324,15.813629,6559.0,7.8
90052,0.084953,2.0,6.0
81382,0.489897,3.0,3.8
8898,1.20873,14.0,5.8
183946,0.006175,0.0,0.0
17334,3.438508,51.0,6.1
26715,7.489306,92.0,4.5
19311,3.350555,28.0,6.0
38448,4.757269,84.0,6.5
45988,0.133927,0.0,0.0
20047,1.779516,17.0,3.7
55522,0.570175,8.0,6.8
81399,0.996818,12.0,6.4
13949,6.955841,52.0,7.1
24253,14.38601,561.0,6.9
15324,1.097684,14.0,5.0
32657,9.785895,2079.0,6.0
23742,14.313079,518.0,5.3
36457,0.612006,7.0,7.3
27561,3.093829,42.0,7.0
11439,6.76482,681.0,6.7
42586,0.552281,8.0,4.9
26963,5.544992,184.0,7.3
32868,2.425754,46.0,6.4
30298,1.63702,12.0,6.1
23172,6.663422,351.0,5.5
30128,3.208138,20.0,5.7
29381,0.957227,13.0,6.7
42295,0.485843,11.0,5.2
41894,0.518507,5.0,6.0
67736,1.726864,9.0,6.3
25950,3.228053,17.0,4.9
32124,2.080893,24.0,5.6
26428,8.029671,404.0,6.9
56931,1.045618,8.0,6.2
12273,1.369086,22.0,5.3
22805,8.42093,45.0,4.8
79519,1.394956,7.0,6.5
20083,4.382125,68.0,6.7
29388,6.936818,20.0,6.1
15357,9.133996,323.0,6.0
20406,0.098675,2.0,5.8
22166,0.268346,6.0,4.2
408956,0.041176,1.0,5.0
18489,1.372814,29.0,7.0
120280,0.10156,2.0,4.0
19962,1.659274,15.0,7.2
29427,10.914556,649.0,6.2
22971,8.371479,1302.0,6.6
45576,0.719517,19.0,6.8
23023,6.74468,500.0,5.2
29785,0.623718,9.0,7.4
63195,0.286634,8.0,6.1
20871,3.142233,39.0,7.4
14235,5.825183,60.0,4.8
71370,0.038825,1.0,5.0
25967,3.727745,57.0,5.6
5595,3.950545,85.0,6.6
32092,0.488704,4.0,7.0
10664,8.853168,496.0,6.5
28739,5.187,96.0,4.4
17473,6.490979,191.0,4.3
200664,0.022707,0.0,0.0
224642,0.159754,1.0,7.0
117499,0.036471,1.0,7.0
174748,0.0,0.0,0.0
26022,11.264586,237.0,7.7
12155,17.285093,4773.0,6.4
40623,2.259456,52.0,7.4
22972,11.174041,730.0,6.4
119819,1.061454,13.0,6.0
29182,2.237262,37.0,6.0
17277,2.824367,34.0,6.0
24424,3.892393,27.0,6.8
26389,6.885593,684.0,6.2
61880,0.332145,8.0,6.1
31515,0.543395,3.0,6.7
20618,4.004323,63.0,5.3
28925,1.770765,19.0,4.7
23488,11.069608,588.0,5.8
26771,0.994335,9.0,6.9
43012,1.308651,15.0,6.5
27583,8.509231,163.0,6.0
6883,1.712445,24.0,6.3
26390,12.50422,296.0,6.2
34016,8.101247,544.0,5.9
25941,7.478206,351.0,6.7
34195,1.302258,13.0,3.5
20471,5.910208,10.0,3.6
18514,0.589948,7.0,5.1
23169,8.307719,980.0,6.9
18704,1.806613,26.0,7.0
12718,3.553427,21.0,3.4
15360,4.496482,23.0,7.1
19969,0.980721,11.0,4.1
85521,0.693882,3.0,4.3
36233,2.113993,23.0,5.3
16763,4.084162,60.0,5.2
16350,3.147644,31.0,4.6
15846,5.59423,58.0,5.4
14765,6.33835,40.0,6.1
44363,10.245682,586.0,5.9
94182,0.154237,1.0,8.0
34592,1.425986,31.0,4.7
26430,0.222757,4.0,6.9
59719,0.513825,6.0,5.7
30903,1.660014,17.0,7.7
26623,1.916293,15.0,4.0
55412,0.041718,1.0,8.0
48145,1.41737,13.0,6.4
29426,9.159799,118.0,4.7
217632,0.27606,2.0,7.0
195204,0.223436,2.0,4.5
34335,9.711183,85.0,5.1
16239,1.84991,12.0,6.6
80196,1.250248,2.0,6.5
31299,3.396498,44.0,6.1
34563,8.204894,40.0,5.7
27573,6.715263,878.0,5.6
32678,2.735297,25.0,6.2
12834,9.954095,143.0,5.9
31723,7.052376,30.0,5.2
24225,0.476791,5.0,6.6
49508,0.129965,3.0,4.5
26558,1.640696,14.0,6.4
15483,3.501564,46.0,4.7
31678,1.182411,7.0,4.6
45921,0.381248,5.0,4.3
33788,6.253597,35.0,5.2
5753,1.737379,16.0,5.5
43495,0.742283,8.0,5.2
32688,1.3411,18.0,6.6
24973,10.374608,11.0,6.0
42342,0.628683,8.0,7.1
168171,0.1145,1.0,5.5
80595,0.219878,2.0,6.5
66953,0.16663,4.0,7.8
16436,5.260798,77.0,7.4
31867,7.502967,627.0,6.2
42451,0.44984,5.0,6.6
43138,3.425142,6.0,6.8
4933,0.720247,9.0,5.8
264241,0.071782,2.0,5.0
28355,9.644085,580.0,6.1
64104,0.156478,4.0,2.0
194931,0.11243,1.0,5.0
20027,1.44792,17.0,5.6
36970,7.785003,112.0,7.3
19616,2.431428,29.0,6.3
34423,3.761656,54.0,6.3
69872,2.095122,21.0,6.5
20216,0.92956,7.0,6.0
23048,11.967652,911.0,5.9
28211,10.445867,514.0,5.9
30779,0.616008,8.0,2.1
89199,0.293657,5.0,4.8
19152,1.169328,8.0,5.2
38687,0.765315,11.0,7.9
30018,5.030112,192.0,7.6
10191,14.416681,4319.0,7.5
22582,10.978036,96.0,5.6
37181,10.35646,98.0,7.3
45035,2.793366,37.0,6.9
15544,9.435287,45.0,3.8
24874,2.123997,13.0,4.5
51330,0.013026,4.0,5.9
28510,8.226,114.0,5.2
11763,1.27801,16.0,6.4
33421,1.483085,16.0,6.9
48336,2.30961,17.0,6.9
21467,2.13223,26.0,7.4
24499,6.615604,19.0,5.2
20825,4.241465,88.0,5.0
16190,0.719799,8.0,6.3
109572,0.482398,4.0,5.9
52637,0.113018,1.0,5.5
25053,4.173112,53.0,6.6
104607,1.134103,8.0,7.9
10469,1.703002,19.0,7.4
11122,1.348347,17.0,8.4
27936,5.278672,150.0,6.8
18823,11.972347,2280.0,5.6
196328,0.329985,1.0,4.0
213845,0.109838,1.0,6.0
15382,1.413075,16.0,6.4
31196,2.660436,27.0,5.1
18352,2.58383,39.0,8.0
34769,5.600277,197.0,6.5
39830,0.772541,5.0,4.9
132744,1.838534,12.0,5.3
161179,0.451851,3.0,5.0
35939,3.353004,35.0,5.3
23483,17.26045,4747.0,7.1
16686,1.488763,6.0,5.8
15973,1.458094,5.0,6.9
4252,1.499512,27.0,6.2
16759,13.465072,45.0,6.6
43008,3.931676,14.0,5.8
184741,0.214955,1.0,8.0
57124,0.288698,3.0,5.2
93519,2.193229,22.0,6.6
35056,8.443736,1148.0,5.9
47090,2.252625,29.0,5.7
13417,7.680092,233.0,6.0
39931,1.631239,21.0,5.8
24429,7.196137,9.0,6.4
36419,9.063797,253.0,5.4
22419,8.776971,36.0,6.1
43327,0.728698,4.0,7.8
76568,4.544583,14.0,6.0
40855,0.79658,0.0,0.0
22488,1.148336,12.0,5.8
49131,0.362957,3.0,5.2
35207,0.387385,2.0,3.0
42669,9.035549,7.0,4.2
18273,1.961313,21.0,5.2
37223,0.613431,9.0,5.1
53522,0.150713,3.0,4.7
39459,0.894215,5.0,5.7
35689,2.212466,21.0,5.4
166375,0.068498,1.0,6.0
34784,0.275394,1.0,2.0
52903,0.982331,11.0,6.9
8980,2.415286,27.0,5.4
11801,3.599876,45.0,5.3
25572,0.770685,7.0,5.8
34583,4.010976,80.0,5.6
11761,6.013545,65.0,5.9
22943,0.621999,14.0,6.6
27586,19.42051,262.0,6.3
15323,0.438766,6.0,6.3
1568,1.607398,31.0,7.0
48688,1.578564,24.0,7.4
33226,0.58526,4.0,8.5
96010,1.459135,9.0,5.8
27179,1.618275,27.0,6.2
11303,3.037224,10.0,3.3
18426,1.885187,31.0,7.0
19939,1.461326,15.0,6.5
36916,2.137943,24.0,6.4
145902,0.044653,1.0,7.0
79924,0.178514,3.0,3.7
116983,0.845713,13.0,5.1
17988,1.216724,7.0,5.3
26178,1.822979,33.0,5.6
19587,2.340454,25.0,6.0
68987,0.466178,2.0,6.0
36124,1.580266,20.0,6.6
20781,1.938244,19.0,5.1
31561,1.057669,13.0,6.6
1912,2.529219,30.0,6.9
35002,2.600011,18.0,5.1
47813,0.908184,22.0,7.4
14766,1.648107,6.0,6.3
36731,0.943604,4.0,7.4
141714,0.674662,11.0,7.1
19401,0.090474,1.0,3.0
31869,0.458794,4.0,6.1
26186,3.359214,7.0,5.9
55236,1.204787,2.0,7.0
34803,10.863441,248.0,5.5
37861,8.651468,323.0,5.9
47808,1.634923,6.0,6.0
33217,12.139919,369.0,5.9
29989,1.858361,13.0,6.8
90634,0.761757,13.0,4.8
26380,1.096974,10.0,5.7
43326,0.740862,10.0,6.1
44747,0.969886,10.0,5.7
102419,0.955925,3.0,6.3
228444,0.063133,1.0,6.0
36443,2.058076,26.0,7.2
4461,1.030026,12.0,5.6
41110,6.309187,75.0,6.9
31687,2.285697,21.0,3.6
20497,5.828623,103.0,6.3
12411,8.32971,25.0,6.0
86097,0.348386,1.0,5.0
25832,2.267249,11.0,6.2
25338,2.745838,23.0,6.9
20478,1.173129,7.0,4.9
17960,2.142094,10.0,6.3
33427,1.605238,22.0,5.1
23568,3.102284,37.0,4.6
38810,17.713581,346.0,6.9
12408,2.074352,23.0,5.4
21345,7.216103,55.0,7.6
40168,2.227278,37.0,5.4
44132,4.080387,44.0,5.8
37857,5.339888,18.0,6.3
33784,0.054755,1.0,6.0
45663,0.431157,11.0,2.6
129689,1e-06,1.0,5.0
178736,0.008701,0.0,0.0
35656,1.984924,11.0,4.9
30427,0.771126,12.0,6.2
12166,1.701458,21.0,6.8
33501,1.842117,4.0,4.5
36325,0.502688,5.0,5.6
43381,0.05277,0.0,0.0
34813,12.798367,522.0,6.2
33215,0.85016,11.0,6.1
21036,2.213026,27.0,6.4
35690,5.541073,959.0,7.0
18406,5.105447,14.0,4.6
39053,10.42001,135.0,6.1
37169,12.84585,528.0,4.9
24805,1.725825,10.0,7.0
43517,0.800156,3.0,8.3
176651,0.297027,3.0,7.3
121036,0.302673,3.0,7.0
42476,0.37223,8.0,4.4
111310,0.384003,2.0,3.5
39452,5.188466,314.0,7.6
94917,0.669198,8.0,5.8
107643,0.437567,2.0,3.8
64651,0.60719,9.0,6.4
40594,0.357063,5.0,8.4
23104,1.387826,7.0,5.3
37605,1.92857,6.0,5.7
91727,1.919229,5.0,7.6
41597,1.505294,21.0,7.1
62727,0.905818,10.0,7.7
25385,1.483111,16.0,5.8
64576,0.430769,9.0,5.7
32985,9.667535,399.0,5.6
44399,4.618566,9.0,6.1
10138,19.083344,6969.0,6.6
32084,3.842922,57.0,6.1
42191,0.51834,8.0,5.1
190906,0.192959,2.0,7.0
45615,0.879714,15.0,6.6
38579,12.285545,150.0,5.0
37931,11.107782,184.0,5.1
27004,9.107829,73.0,6.0
10870,7.371876,81.0,3.8
54117,0.938167,18.0,5.9
4180,2.850417,37.0,6.4
55135,0.508196,6.0,9.0
15877,3.58447,41.0,6.7
72272,0.656954,15.0,6.2
1549,1.942173,31.0,7.5
10171,4.984732,18.0,6.2
38996,1.937881,31.0,6.4
25699,1.734909,13.0,6.5
18899,5.752058,47.0,6.1
45380,1.086502,22.0,6.9
48587,0.479963,5.0,3.8
198600,0.174472,1.0,7.0
36760,0.823651,2.0,6.3
39767,1.797279,15.0,4.6
17005,3.580087,17.0,5.8
26694,0.309604,6.0,7.8
126421,1.800826,3.0,4.5
121351,0.051886,1.0,6.0
37178,3.172738,34.0,4.9
125271,0.116077,2.0,7.0
5178,3.572157,21.0,6.0
34069,7.937996,141.0,5.9
23437,10.40191,771.0,5.5
37495,11.934045,428.0,7.1
145217,0.005819,0.0,0.0
42217,5.792931,13.0,6.0
19173,5.28626,70.0,5.5
42910,0.005079,0.0,0.0
43090,2.726078,27.0,6.7
35169,10.794556,150.0,4.6
41116,0.851836,16.0,6.6
25659,0.368102,4.0,7.0
37828,2.333307,48.0,7.0
38726,0.789004,2.0,6.3
36950,14.988063,104.0,6.9
37565,5.309602,73.0,5.4
38542,7.271526,169.0,6.4
12219,3.679263,59.0,7.5
76822,0.410645,3.0,5.5
20662,10.56812,1434.0,6.2
31345,1.952949,15.0,6.4
21245,0.152494,4.0,6.0
60677,0.127308,3.0,6.2
52620,1.062743,14.0,7.3
34626,3.20408,43.0,6.2
47737,1.99751,17.0,5.5
28575,0.887512,5.0,4.7
52249,0.181175,5.0,6.6
51442,2.412785,21.0,5.8
89462,0.702012,2.0,6.0
66022,0.813061,11.0,5.5
38697,0.46387,4.0,6.5
37511,0.404118,8.0,5.8
21794,1.525381,14.0,3.4
36432,0.655022,18.0,7.0
35572,0.261998,6.0,6.3
106813,0.502653,2.0,7.5
20311,1.12405,15.0,6.5
81589,0.158931,3.0,7.3
8929,3.534935,24.0,6.8
7346,1.417527,22.0,6.4
28894,1.654103,22.0,6.2
