movie_id,release_year,release_month,release_day
37952,2004,Febrero,Viernes
46919,1966,Diciembre,Viernes
1265,2007,Febrero,Viernes
14137,2006,Septiembre,Viernes
15689,2004,Octubre,Viernes
27432,1978,Noviembre,Martes
36877,1932,Enero,Miércoles
14891,2006,Septiembre,Viernes
12547,2005,Mayo,Jueves
25623,1977,Agosto,Viernes
13140,2006,Agosto,Jueves
13365,2005,Septiembre,Jueves
10758,2007,Mayo,Viernes
26594,2006,Marzo,Domingo
22473,2005,Septiembre,Viernes
51863,1964,Mayo,Martes
50754,1970,Enero,Jueves
74126,1947,Mayo,Miércoles
16138,2004,Agosto,Viernes
13668,2006,Octubre,Viernes
7516,2006,Diciembre,Sábado
10075,2007,Enero,Viernes
9760,2007,Enero,Jueves
9966,2007,Febrero,Viernes
1257,2007,Febrero,Viernes
1248,2007,Febrero,Martes
9757,2007,Febrero,Jueves
56165,1966,Enero,Sábado
90560,1966,Octubre,Sábado
5206,2006,Septiembre,Jueves
14761,2006,Abril,Miércoles
1252,2006,Abril,Domingo
2062,2007,Junio,Viernes
11650,2006,Mayo,Lunes
12580,2004,Agosto,Sábado
40641,1961,Marzo,Viernes
23544,1971,Febrero,Martes
2266,2006,Mayo,Martes
5172,2006,Octubre,Domingo
15962,2005,Octubre,Viernes
9965,2004,Diciembre,Martes
13127,2005,Noviembre,Viernes
34866,1962,Octubre,Miércoles
37725,2006,Diciembre,Martes
40973,1970,Junio,Miércoles
63460,1982,Enero,Viernes
13517,2006,Septiembre,Domingo
22105,2006,Enero,Domingo
2016,2006,Mayo,Jueves
3024,1968,Enero,Domingo
47200,2004,Enero,Jueves
17266,1997,Mayo,Domingo
9828,2006,Noviembre,Viernes
34038,1967,Diciembre,Lunes
71506,2005,Enero,Viernes
74581,1936,Octubre,Jueves
9958,2006,Octubre,Viernes
1250,2007,Febrero,Viernes
4169,2007,Febrero,Lunes
16555,2007,Febrero,Miércoles
11172,2007,Febrero,Viernes
3594,2007,Febrero,Viernes
10090,2007,Febrero,Viernes
7874,2006,Diciembre,Viernes
14845,2006,Octubre,Sábado
29965,2005,Mayo,Jueves
13916,2005,Diciembre,Lunes
52920,1978,Diciembre,Viernes
48215,1985,Enero,Martes
22485,2006,Abril,Viernes
13393,2005,Noviembre,Viernes
12271,2006,Diciembre,Viernes
40394,1976,Marzo,Martes
17919,2005,Octubre,Lunes
13185,2006,Marzo,Viernes
26655,2006,Junio,Martes
42630,1968,Noviembre,Martes
22172,1987,Mayo,Sábado
42721,1966,Septiembre,Viernes
27523,1962,Febrero,Miércoles
28955,1959,Febrero,Domingo
27313,1970,Enero,Jueves
4638,2007,Febrero,Miércoles
68979,1966,Octubre,Miércoles
11841,1978,Febrero,Jueves
28261,1935,Julio,Viernes
83980,1974,Noviembre,Miércoles
94393,1960,Marzo,Domingo
9695,2006,Enero,Viernes
24653,2004,Septiembre,Viernes
1993,2006,Septiembre,Viernes
28710,2002,Octubre,Jueves
28438,1943,Mayo,Sábado
97548,2006,Marzo,Jueves
11945,1971,Diciembre,Sábado
12554,1995,Febrero,Sábado
26598,1998,Octubre,Lunes
5691,1972,Julio,Sábado
6443,2004,Septiembre,Jueves
1738,2007,Abril,Martes
1253,2006,Diciembre,Viernes
38021,2004,Enero,Jueves
15325,2007,Enero,Viernes
34389,2006,Enero,Sábado
15163,2006,Septiembre,Sábado
14375,2005,Septiembre,Viernes
10845,2005,Mayo,Jueves
31659,1986,Abril,Jueves
15582,1987,Noviembre,Viernes
42999,1962,Septiembre,Miércoles
31015,1998,Abril,Martes
1949,2007,Marzo,Viernes
11330,2005,Agosto,Lunes
99259,1972,Abril,Miércoles
10942,1993,Febrero,Lunes
7006,2007,Enero,Viernes
27040,1943,Enero,Viernes
11199,2007,Marzo,Viernes
41393,2006,Febrero,Sábado
9784,2006,Junio,Jueves
25530,2005,Septiembre,Domingo
36610,2004,Noviembre,Viernes
50812,1984,Febrero,Viernes
27864,1980,Enero,Martes
8965,2003,Febrero,Martes
14710,1940,Septiembre,Miércoles
14624,2006,Octubre,Viernes
1271,2006,Diciembre,Sábado
10790,2006,Septiembre,Lunes
18019,1953,Junio,Jueves
64142,1936,Diciembre,Domingo
61648,1947,Julio,Lunes
14055,2006,Septiembre,Miércoles
2267,2007,Febrero,Viernes
6691,2006,Diciembre,Miércoles
1255,2006,Julio,Jueves
47249,1963,Diciembre,Domingo
49709,2000,Septiembre,Jueves
31040,2006,Enero,Domingo
50185,1991,Noviembre,Miércoles
25105,1961,Noviembre,Jueves
2977,2007,Marzo,Viernes
15664,2006,Enero,Lunes
25062,1961,Septiembre,Viernes
16727,2006,Septiembre,Sábado
5413,2004,Mayo,Sábado
46916,1965,Julio,Sábado
52679,1928,Enero,Domingo
14434,2007,Marzo,Viernes
27919,2006,Enero,Domingo
47837,1960,Abril,Jueves
11494,2006,Agosto,Viernes
19936,2004,Octubre,Viernes
9963,2007,Febrero,Jueves
14001,2007,Marzo,Viernes
2355,2007,Marzo,Viernes
16385,2007,Marzo,Viernes
7485,2007,Marzo,Jueves
9793,2007,Marzo,Jueves
1273,2007,Marzo,Viernes
17388,2005,Septiembre,Miércoles
4657,2006,Julio,Jueves
42595,1970,Octubre,Domingo
19495,2005,Julio,Domingo
27263,1951,Agosto,Viernes
10051,2006,Febrero,Miércoles
9075,2006,Septiembre,Viernes
20527,2006,Diciembre,Viernes
8199,2006,Enero,Lunes
37513,1949,Marzo,Sábado
43976,1996,Agosto,Martes
43974,1998,Septiembre,Domingo
83346,1988,Enero,Viernes
30081,2002,Enero,Martes
17677,1959,Enero,Jueves
56474,2002,Marzo,Viernes
42066,1941,Septiembre,Martes
11958,2003,Marzo,Miércoles
192675,2007,Enero,Lunes
5177,2005,Mayo,Viernes
20122,1988,Octubre,Jueves
33673,1951,Agosto,Miércoles
297853,2002,Junio,Miércoles
18437,2006,Julio,Miércoles
38432,1957,Noviembre,Jueves
8270,2007,Marzo,Viernes
9955,2007,Marzo,Viernes
16201,2004,Octubre,Viernes
57241,2005,Noviembre,Jueves
10172,2007,Abril,Miércoles
1683,2007,Abril,Jueves
10107,2007,Abril,Miércoles
1267,2007,Marzo,Viernes
16018,2006,Septiembre,Viernes
22311,1978,Febrero,Miércoles
13249,2006,Septiembre,Miércoles
175027,1933,Julio,Viernes
1272,2007,Abril,Jueves
23024,1934,Septiembre,Viernes
1590,2006,Septiembre,Domingo
32390,2005,Noviembre,Miércoles
9903,2006,Octubre,Sábado
28433,1950,Agosto,Miércoles
22549,1995,Mayo,Miércoles
10798,2005,Octubre,Sábado
47848,1974,Diciembre,Miércoles
102227,1997,Noviembre,Sábado
13377,1966,Diciembre,Domingo
14945,2006,Enero,Sábado
11515,2006,Noviembre,Miércoles
7183,2007,Abril,Jueves
8271,2007,Abril,Jueves
1534,2007,Enero,Jueves
13158,2007,Abril,Viernes
118536,1947,Abril,Viernes
23397,1978,Marzo,Sábado
35838,1970,Marzo,Domingo
20405,2006,Enero,Domingo
18777,2005,Septiembre,Lunes
16392,2007,Abril,Viernes
17422,2006,Mayo,Jueves
63951,1969,Febrero,Miércoles
32627,1973,Enero,Lunes
1407,2007,Febrero,Jueves
81309,1973,Abril,Domingo
15534,2006,Septiembre,Martes
30694,1991,Octubre,Domingo
1441,2006,Abril,Miércoles
6145,2007,Abril,Viernes
9843,2006,Diciembre,Viernes
54659,2006,Agosto,Jueves
48994,1947,Marzo,Sábado
18767,1990,Enero,Lunes
10294,2007,Abril,Viernes
32623,1959,Enero,Jueves
1987,1993,Abril,Miércoles
13067,2007,Abril,Lunes
10111,2006,Mayo,Viernes
30307,1941,Febrero,Lunes
1268,2007,Marzo,Jueves
185158,2005,Marzo,Viernes
21810,2004,Agosto,Viernes
9785,2007,Abril,Viernes
13280,2007,Abril,Viernes
14636,2007,Abril,Viernes
559,2007,Mayo,Martes
1950,2007,Mayo,Martes
13352,2002,Noviembre,Viernes
28304,1950,Agosto,Miércoles
20553,1977,Enero,Sábado
24397,2006,Abril,Viernes
20525,2006,Junio,Viernes
13894,2006,Septiembre,Lunes
38907,2002,Mayo,Jueves
18549,2006,Noviembre,Viernes
37933,2006,Julio,Sábado
20025,1949,Octubre,Lunes
14240,1988,Mayo,Viernes
13574,2007,Abril,Viernes
13569,2006,Diciembre,Viernes
49081,2005,Octubre,Martes
17439,2006,Enero,Domingo
13171,2006,Diciembre,Viernes
16447,2004,Mayo,Viernes
4977,2006,Octubre,Domingo
15008,2006,Agosto,Miércoles
31866,1935,Diciembre,Miércoles
46875,1951,Noviembre,Miércoles
27904,2006,Agosto,Jueves
11705,2006,Mayo,Sábado
19947,1985,Marzo,Viernes
43969,2003,Mayo,Viernes
2269,2006,Enero,Domingo
11798,2006,Septiembre,Martes
28772,2004,Mayo,Sábado
1919,2006,Septiembre,Lunes
4964,2007,Junio,Viernes
2976,2007,Julio,Viernes
8421,2006,Mayo,Martes
41380,1981,Noviembre,Martes
1562,2007,Abril,Jueves
13159,2007,Mayo,Viernes
14547,2007,Mayo,Viernes
11205,1984,Agosto,Viernes
36676,2006,Abril,Miércoles
38077,1932,Octubre,Sábado
10004,2006,Mayo,Martes
43618,1965,Septiembre,Viernes
43397,1949,Febrero,Jueves
25395,2006,Abril,Jueves
810,2007,Mayo,Jueves
5723,2007,Marzo,Viernes
285,2007,Mayo,Sábado
12526,2006,Mayo,Viernes
3432,2007,Junio,Viernes
1872,2007,Abril,Sábado
15568,2007,Junio,Viernes
14208,2006,Octubre,Lunes
14207,2004,Diciembre,Domingo
24200,2006,Septiembre,Lunes
50153,1951,Abril,Viernes
18902,2007,Enero,Sábado
5488,2006,Diciembre,Jueves
15860,2006,Julio,Jueves
8748,2007,Julio,Domingo
3489,2007,Febrero,Miércoles
55823,1959,Octubre,Miércoles
10063,2006,Mayo,Miércoles
13979,2006,Mayo,Jueves
12225,2006,Septiembre,Domingo
298,2007,Junio,Jueves
10832,2006,Julio,Miércoles
36143,2006,Agosto,Miércoles
14064,2006,Junio,Jueves
13742,2006,Febrero,Miércoles
2241,1999,Octubre,Jueves
39465,1992,Diciembre,Sábado
12561,1995,Diciembre,Sábado
36679,1991,Diciembre,Sábado
40765,1943,Diciembre,Viernes
30574,1944,Diciembre,Lunes
37959,2001,Octubre,Sábado
18206,2006,Abril,Viernes
1691,2007,Junio,Viernes
29617,1940,Enero,Viernes
1990,2007,Mayo,Lunes
170261,1980,Octubre,Viernes
22049,1978,Diciembre,Jueves
9408,2007,Junio,Viernes
1979,2007,Junio,Miércoles
14043,2007,Junio,Viernes
10288,2006,Septiembre,Jueves
74055,2005,Diciembre,Miércoles
45664,2006,Noviembre,Jueves
1991,2007,Mayo,Lunes
43353,1953,Junio,Jueves
9952,2006,Septiembre,Sábado
60400,1940,Enero,Viernes
32004,1935,Marzo,Viernes
17035,2005,Febrero,Domingo
17320,2006,Abril,Viernes
21427,2006,Marzo,Miércoles
17660,1939,Marzo,Viernes
9724,2005,Septiembre,Domingo
1294,2006,Junio,Viernes
33294,2004,Enero,Viernes
57425,2005,Mayo,Viernes
42700,1967,Enero,Domingo
12713,2006,Febrero,Jueves
25875,2006,Septiembre,Jueves
12543,2004,Junio,Jueves
13120,2007,Abril,Viernes
34573,1985,Diciembre,Lunes
71822,1956,Mayo,Viernes
13807,2006,Septiembre,Miércoles
11211,2006,Agosto,Martes
27138,1976,Noviembre,Domingo
85535,1967,Enero,Domingo
2748,1954,Septiembre,Martes
54934,1992,Septiembre,Viernes
125025,1997,Junio,Miércoles
55859,1954,Abril,Martes
27464,1985,Enero,Martes
122291,1973,Octubre,Lunes
28666,1999,Octubre,Viernes
41930,1990,Diciembre,Miércoles
75350,1991,Marzo,Viernes
77621,1920,Enero,Lunes
43229,1957,Junio,Sábado
266525,1992,Enero,Viernes
9815,2007,Febrero,Viernes
12695,1983,Mayo,Viernes
32575,1969,Julio,Jueves
49870,2004,Octubre,Martes
37985,2007,Junio,Viernes
42464,1973,Marzo,Domingo
2359,2007,Mayo,Viernes
442,2004,Septiembre,Viernes
25150,2006,Marzo,Viernes
63096,1956,Junio,Miércoles
43836,1939,Julio,Jueves
1988,2007,Enero,Lunes
3021,2007,Julio,Jueves
2196,2007,Febrero,Viernes
18425,2007,Agosto,Viernes
19606,1983,Marzo,Viernes
1571,2007,Junio,Miércoles
2959,2007,Julio,Miércoles
6022,2007,Junio,Sábado
2698,2007,Junio,Sábado
1858,2007,Junio,Miércoles
14125,2007,Marzo,Viernes
675,2007,Junio,Jueves
3563,2007,Julio,Jueves
40618,1964,Enero,Miércoles
26185,1974,Enero,Viernes
31652,1985,Febrero,Viernes
30443,1993,Enero,Viernes
18763,1985,Septiembre,Lunes
13491,2007,Diciembre,Lunes
11404,2006,Abril,Domingo
16083,2006,Mayo,Viernes
37292,1950,Agosto,Martes
27683,2006,Octubre,Domingo
13402,2006,Enero,Domingo
19968,1958,Enero,Miércoles
24582,2006,Septiembre,Sábado
4688,2007,Septiembre,Viernes
13337,2007,Enero,Lunes
27359,2007,Mayo,Miércoles
101897,1992,Abril,Viernes
54494,1969,Octubre,Miércoles
10857,1986,Octubre,Viernes
81847,1930,Agosto,Miércoles
43898,1935,Enero,Viernes
44502,2005,Septiembre,Viernes
18632,2007,Marzo,Sábado
32444,2004,Enero,Jueves
7547,2006,Enero,Martes
10074,2007,Agosto,Viernes
2270,2007,Agosto,Jueves
757,1964,Marzo,Domingo
15581,2007,Julio,Viernes
14219,2006,Marzo,Lunes
35,2007,Julio,Miércoles
5857,2007,Julio,Viernes
3638,2007,Julio,Miércoles
6589,2007,Agosto,Viernes
8669,2008,Febrero,Viernes
15934,2006,Septiembre,Martes
2503,2007,Agosto,Viernes
14123,2007,Agosto,Viernes
88527,1960,Junio,Viernes
155386,2005,Enero,Sábado
4516,2006,Septiembre,Martes
8141,2007,Febrero,Viernes
59995,2006,Julio,Miércoles
14217,2005,Octubre,Miércoles
54546,2005,Enero,Sábado
10795,2006,Noviembre,Miércoles
20163,2007,Febrero,Viernes
31777,1933,Agosto,Viernes
33916,2004,Marzo,Martes
24159,2006,Junio,Viernes
1721,1972,Diciembre,Viernes
31601,1984,Octubre,Viernes
25360,1962,Mayo,Jueves
34588,2006,Enero,Viernes
40060,1978,Abril,Viernes
18650,1951,Junio,Jueves
8363,2007,Agosto,Viernes
4658,2007,Junio,Domingo
5956,2007,Enero,Domingo
6535,2007,Julio,Viernes
1127,2005,Septiembre,Viernes
9847,2006,Abril,Jueves
23861,1948,Diciembre,Jueves
1393,2005,Julio,Miércoles
2701,1994,Abril,Domingo
12455,2005,Agosto,Miércoles
28049,1966,Julio,Viernes
23495,2006,Octubre,Domingo
13074,2007,Junio,Jueves
17274,2007,Mayo,Lunes
17350,2005,Enero,Sábado
21494,2007,Enero,Miércoles
5174,2007,Agosto,Miércoles
28742,1992,Enero,Miércoles
9703,2007,Abril,Jueves
22085,2004,Junio,Sábado
3542,2006,Noviembre,Miércoles
43750,1963,Octubre,Miércoles
9750,2007,Agosto,Miércoles
10760,2007,Septiembre,Viernes
4349,2007,Agosto,Miércoles
14223,2007,Abril,Viernes
13068,2007,Enero,Viernes
9561,2006,Enero,Domingo
14144,2007,Agosto,Miércoles
4858,2007,Agosto,Viernes
10431,2007,Agosto,Viernes
15156,2007,Agosto,Viernes
12435,2007,Agosto,Viernes
14877,2007,Mayo,Jueves
2082,2007,Agosto,Viernes
11835,2007,Agosto,Viernes
1845,2007,Febrero,Viernes
14229,2005,Marzo,Sábado
13385,1947,Diciembre,Viernes
6609,1976,Noviembre,Jueves
45211,1967,Noviembre,Jueves
48169,1968,Agosto,Miércoles
13958,2007,Agosto,Viernes
81700,2004,Noviembre,Sábado
2335,2007,Febrero,Sábado
10961,2006,Octubre,Viernes
22779,1943,Julio,Sábado
10071,2007,Septiembre,Viernes
4351,2006,Mayo,Jueves
12994,2007,Enero,Domingo
42735,1965,Marzo,Domingo
2882,2007,Febrero,Sábado
53975,2008,Septiembre,Viernes
13501,2007,Enero,Jueves
6916,1974,Marzo,Viernes
84242,2004,Noviembre,Viernes
1992,2007,Abril,Viernes
5176,2007,Septiembre,Jueves
4141,2007,Julio,Jueves
13173,2007,Agosto,Viernes
14348,2002,Diciembre,Martes
14786,1996,Agosto,Sábado
31058,1949,Septiembre,Miércoles
19583,2005,Enero,Sábado
4347,2007,Agosto,Miércoles
13529,2006,Marzo,Viernes
13241,2007,Septiembre,Viernes
523,2006,Marzo,Jueves
2009,2007,Agosto,Viernes
12901,2007,Julio,Viernes
13722,2006,Abril,Martes
3469,1967,Enero,Domingo
4413,2007,Septiembre,Viernes
6973,2007,Agosto,Viernes
7913,2006,Enero,Jueves
15019,2007,Mayo,Viernes
77210,1933,Diciembre,Viernes
4629,2007,Septiembre,Jueves
15361,2007,Marzo,Sábado
5353,2007,Septiembre,Lunes
2252,2007,Septiembre,Viernes
63607,2000,Octubre,Jueves
13072,2007,Abril,Lunes
30365,2007,Enero,Miércoles
42170,1979,Abril,Sábado
13754,2006,Diciembre,Lunes
14284,2007,Enero,Viernes
20308,2006,Enero,Sábado
6641,2006,Septiembre,Sábado
15071,2007,Julio,Martes
8414,2007,Enero,Sábado
10425,2007,Julio,Lunes
24170,2006,Noviembre,Miércoles
20942,1955,Julio,Viernes
7737,2007,Septiembre,Jueves
13257,2007,Septiembre,Viernes
10030,2007,Septiembre,Viernes
5915,2007,Septiembre,Martes
13680,2007,Septiembre,Viernes
4588,2007,Septiembre,Viernes
14313,2007,Septiembre,Viernes
2728,2007,Agosto,Sábado
2274,2007,Octubre,Viernes
9038,2007,Octubre,Viernes
7211,2007,Octubre,Viernes
4538,2007,Septiembre,Sábado
2001,2007,Mayo,Viernes
4517,2007,Septiembre,Domingo
4566,2007,Septiembre,Viernes
4520,2007,Octubre,Viernes
6615,2007,Octubre,Viernes
4513,2007,Octubre,Miércoles
5125,2007,Septiembre,Viernes
3877,2007,Septiembre,Miércoles
8954,2007,Septiembre,Jueves
4771,2007,Octubre,Viernes
10759,2007,Octubre,Viernes
14251,2007,Octubre,Viernes
14848,2006,Septiembre,Lunes
14930,2006,Mayo,Lunes
9773,2006,Abril,Viernes
13538,2007,Abril,Viernes
18421,2006,Septiembre,Jueves
4512,2007,Septiembre,Domingo
84972,1961,Octubre,Viernes
37954,1950,Octubre,Viernes
39893,1965,Octubre,Miércoles
13197,2006,Febrero,Domingo
15048,2007,Febrero,Viernes
14041,2006,Abril,Miércoles
9898,2007,Mayo,Jueves
1922,2007,Febrero,Martes
41044,2007,Junio,Viernes
84567,1956,Octubre,Jueves
15669,2007,Octubre,Viernes
2011,2007,Mayo,Miércoles
5708,2007,Septiembre,Miércoles
5951,2007,Septiembre,Domingo
114033,1986,Enero,Miércoles
13319,2006,Febrero,Viernes
33688,2003,Febrero,Viernes
20646,2002,Junio,Sábado
90374,2006,Octubre,Jueves
18613,2007,Septiembre,Jueves
9911,2007,Marzo,Viernes
27419,1960,Abril,Viernes
15667,2006,Septiembre,Lunes
14753,2007,Septiembre,Viernes
46067,1971,Diciembre,Miércoles
50155,1944,Diciembre,Lunes
13066,2006,Enero,Domingo
27827,2007,Febrero,Domingo
3603,2006,Septiembre,Sábado
2014,2007,Septiembre,Jueves
17202,2007,Octubre,Viernes
663,2007,Octubre,Jueves
9262,2008,Abril,Miércoles
15651,2007,Octubre,Viernes
27276,1999,Septiembre,Miércoles
95560,1932,Febrero,Miércoles
25476,1979,Septiembre,Miércoles
48301,1980,Agosto,Domingo
29362,2007,Marzo,Jueves
33931,1941,Marzo,Viernes
12646,1986,Mayo,Lunes
20605,2006,Mayo,Jueves
14279,2007,Enero,Lunes
20607,1989,Enero,Martes
2015,2007,Mayo,Miércoles
28007,1949,Diciembre,Jueves
7347,2007,Octubre,Viernes
14421,2006,Septiembre,Martes
5718,2007,Enero,Miércoles
5126,2007,Noviembre,Viernes
16126,2007,Abril,Viernes
18731,1993,Abril,Jueves
37005,2005,Enero,Sábado
18442,2004,Febrero,Viernes
42173,1979,Octubre,Viernes
4982,2007,Noviembre,Viernes
5559,2007,Octubre,Domingo
25755,2004,Diciembre,Domingo
7972,2007,Septiembre,Miércoles
2013,2007,Mayo,Martes
6977,2007,Noviembre,Jueves
39127,2005,Noviembre,Domingo
4953,2008,Enero,Domingo
10520,2007,Febrero,Viernes
26336,2007,Noviembre,Jueves
37368,1947,Noviembre,Lunes
19026,2006,Octubre,Miércoles
5123,2007,Noviembre,Miércoles
16203,1974,Noviembre,Viernes
53827,1935,Junio,Jueves
18612,1955,Octubre,Miércoles
5817,2007,Septiembre,Viernes
13363,2007,Junio,Domingo
43987,2006,Agosto,Jueves
32726,1968,Noviembre,Miércoles
4515,2007,Octubre,Lunes
5375,2007,Noviembre,Sábado
2310,2007,Noviembre,Lunes
2284,2007,Noviembre,Miércoles
6639,2007,Octubre,Jueves
4723,2006,Mayo,Lunes
29162,2001,Abril,Sábado
48267,1970,Octubre,Viernes
16768,2006,Noviembre,Martes
21296,1952,Noviembre,Martes
24732,1995,Agosto,Domingo
10251,2006,Enero,Domingo
15006,2007,Septiembre,Sábado
24060,2007,Septiembre,Domingo
34898,2006,Julio,Jueves
12555,2006,Diciembre,Martes
22606,1935,Octubre,Jueves
13561,2007,Enero,Lunes
13168,2007,Enero,Domingo
20714,2007,Junio,Miércoles
11148,2007,Junio,Jueves
46872,1951,Febrero,Viernes
18312,2007,Noviembre,Jueves
17460,2006,Noviembre,Miércoles
5876,2007,Noviembre,Miércoles
4523,2007,Noviembre,Martes
1620,2007,Noviembre,Miércoles
15250,2007,Noviembre,Martes
13474,2007,Noviembre,Viernes
8079,2007,Noviembre,Miércoles
13483,2007,Noviembre,Miércoles
2268,2007,Diciembre,Martes
6479,2007,Diciembre,Viernes
6477,2007,Diciembre,Jueves
7249,2007,Noviembre,Martes
44783,1968,Octubre,Lunes
13998,2007,Agosto,Viernes
3902,2007,Octubre,Lunes
18631,1992,Abril,Miércoles
43308,1941,Julio,Viernes
11476,2001,Diciembre,Miércoles
8272,2007,Enero,Viernes
13186,2007,Agosto,Sábado
6537,2007,Agosto,Lunes
43798,1941,Abril,Jueves
7326,2007,Diciembre,Miércoles
1874,2007,Febrero,Domingo
55192,1957,Abril,Martes
33003,2006,Marzo,Viernes
1989,2007,Mayo,Miércoles
4946,1969,Enero,Miércoles
24123,2005,Mayo,Jueves
28522,2005,Agosto,Miércoles
48266,2004,Mayo,Miércoles
71848,2004,Enero,Sábado
34424,1998,Junio,Jueves
25460,2004,Septiembre,Viernes
25740,2006,Diciembre,Martes
13076,2007,Enero,Lunes
11600,2007,Enero,Lunes
35237,2006,Agosto,Domingo
13023,2007,Enero,Viernes
150938,1986,Diciembre,Martes
46902,2006,Abril,Sábado
10884,2006,Mayo,Lunes
13348,2007,Septiembre,Miércoles
64942,2005,Noviembre,Viernes
25784,2006,Febrero,Miércoles
22452,2007,Junio,Viernes
7350,2007,Diciembre,Martes
66110,2007,Marzo,Lunes
26600,1944,Mayo,Sábado
7979,2007,Octubre,Domingo
20567,1973,Febrero,Sábado
45126,2005,Septiembre,Miércoles
52473,2005,Septiembre,Viernes
12171,2007,Diciembre,Miércoles
157373,2005,Abril,Jueves
71066,1922,Agosto,Viernes
13299,2005,Junio,Sábado
13250,2007,Julio,Viernes
42790,1964,Enero,Jueves
9867,2007,Enero,Lunes
15495,2006,Noviembre,Domingo
53896,1991,Noviembre,Viernes
14148,2007,Agosto,Sábado
48737,2006,Marzo,Jueves
13198,2006,Enero,Martes
14804,2006,Febrero,Jueves
111744,2002,Marzo,Domingo
36328,2006,Octubre,Jueves
23817,2006,Enero,Domingo
13885,2007,Diciembre,Jueves
6637,2007,Diciembre,Jueves
12130,2006,Diciembre,Sábado
7345,2007,Diciembre,Viernes
42529,1971,Octubre,Miércoles
6538,2007,Diciembre,Miércoles
40682,1973,Febrero,Miércoles
440,2007,Diciembre,Martes
6575,2007,Diciembre,Viernes
19213,2006,Diciembre,Viernes
19103,2006,Enero,Domingo
6076,2007,Diciembre,Sábado
9546,1991,Octubre,Viernes
40860,2006,Septiembre,Miércoles
111854,2005,Octubre,Martes
14047,2007,Diciembre,Jueves
1488,2005,Junio,Sábado
14118,2007,Enero,Lunes
54318,2007,Diciembre,Martes
69315,2007,Diciembre,Martes
45871,1999,Noviembre,Viernes
6023,2007,Noviembre,Jueves
26990,2007,Diciembre,Miércoles
6557,2008,Enero,Jueves
107282,1972,Junio,Martes
28363,1954,Mayo,Miércoles
17181,2007,Febrero,Sábado
69557,1964,Junio,Lunes
110909,1996,Octubre,Viernes
31068,2003,Enero,Miércoles
60141,2001,Octubre,Lunes
32307,1964,Noviembre,Sábado
49367,2005,Agosto,Viernes
28272,1958,Septiembre,Domingo
4787,2007,Junio,Lunes
21847,2006,Marzo,Sábado
33358,2005,Abril,Viernes
7508,2007,Diciembre,Viernes
20629,1964,Octubre,Viernes
10253,2007,Febrero,Jueves
44434,2006,Marzo,Lunes
5259,2007,Mayo,Sábado
47841,2007,Junio,Miércoles
8329,2007,Abril,Martes
14062,2006,Noviembre,Jueves
51992,1970,Septiembre,Jueves
49717,2005,Septiembre,Viernes
2312,2007,Noviembre,Jueves
13195,2007,Septiembre,Sábado
78705,2004,Septiembre,Martes
30535,2006,Mayo,Viernes
7191,2008,Enero,Martes
12085,2008,Enero,Jueves
24624,2006,Abril,Martes
4170,2007,Enero,Martes
13252,2007,Septiembre,Martes
42635,1968,Enero,Lunes
11908,2006,Abril,Jueves
15017,2007,Diciembre,Viernes
86241,1976,Noviembre,Viernes
8875,2007,Diciembre,Viernes
37780,2006,Agosto,Martes
18290,2007,Marzo,Sábado
10247,2007,Noviembre,Viernes
43604,1934,Abril,Viernes
3575,1939,Diciembre,Sábado
28303,1970,Junio,Viernes
27507,1928,Abril,Sábado
71068,1924,Agosto,Domingo
111747,1920,Octubre,Jueves
32716,1926,Agosto,Sábado
41845,1990,Noviembre,Sábado
25078,2001,Febrero,Miércoles
14069,2006,Julio,Sábado
15053,2007,Noviembre,Jueves
81522,1972,Diciembre,Jueves
6933,2008,Enero,Viernes
14423,2008,Enero,Viernes
8090,2008,Enero,Martes
7555,2008,Enero,Jueves
16988,2008,Enero,Viernes
7278,2008,Enero,Jueves
9030,2008,Febrero,Viernes
14220,2008,Febrero,Viernes
13160,2008,Febrero,Viernes
27357,2004,Enero,Jueves
10834,1976,Marzo,Jueves
13059,2007,Febrero,Jueves
11253,2008,Julio,Viernes
58470,1956,Diciembre,Viernes
38007,2006,Enero,Domingo
8321,2008,Febrero,Viernes
17665,1968,Enero,Lunes
4034,1964,Febrero,Miércoles
1479,1993,Septiembre,Domingo
2282,1983,Noviembre,Miércoles
100526,1942,Diciembre,Viernes
62652,2006,Junio,Miércoles
53094,1973,Octubre,Domingo
244145,2003,Agosto,Miércoles
59474,2004,Junio,Viernes
19275,2006,Junio,Sábado
7973,2007,Julio,Domingo
15020,2007,Febrero,Domingo
34981,2007,Febrero,Viernes
13054,2007,Septiembre,Viernes
18893,2007,Mayo,Viernes
55294,2006,Noviembre,Domingo
43691,1934,Septiembre,Jueves
7839,2006,Septiembre,Sábado
77245,1936,Febrero,Viernes
19384,1990,Enero,Viernes
13121,2007,Enero,Viernes
71072,1989,Marzo,Viernes
46885,1982,Mayo,Viernes
13315,2006,Agosto,Sábado
42041,2005,Junio,Sábado
13490,2008,Febrero,Viernes
8676,2008,Febrero,Jueves
43705,1941,Abril,Sábado
12855,2007,Abril,Viernes
37003,2007,Mayo,Sábado
15030,2006,Diciembre,Viernes
12167,2006,Noviembre,Viernes
28093,1942,Septiembre,Miércoles
20520,2005,Enero,Sábado
76235,1966,Agosto,Viernes
48131,1978,Enero,Domingo
8247,2008,Febrero,Domingo
7992,2007,Septiembre,Sábado
14105,2007,Diciembre,Martes
